/Users/jie/projects/PanelSeg/data/0/1471-2474-11-97-3.jpg,247,18,277,48,a
/Users/jie/projects/PanelSeg/data/0/1471-2474-11-97-3.jpg,558,17,586,49,b
/Users/jie/projects/PanelSeg/data/7/PMC2762167_IJO-43-253-g001.jpg,2,202,22,222,a
/Users/jie/projects/PanelSeg/data/7/PMC2762167_IJO-43-253-g001.jpg,212,200,233,221,b
/Users/jie/projects/PanelSeg/data/7/PMC2762167_IJO-43-253-g001.jpg,409,201,428,220,C
/Users/jie/projects/PanelSeg/data/9/PMC3214561_JOACP-27-527-g001.jpg,,,,,
/Users/jie/projects/PanelSeg/data/0/1479-5876-4-20-3.jpg,549,24,579,58,a
/Users/jie/projects/PanelSeg/data/0/1479-5876-4-20-3.jpg,548,505,578,539,b
/Users/jie/projects/PanelSeg/data/0/1479-5876-4-20-3.jpg,548,999,579,1030,C
/Users/jie/projects/PanelSeg/data/4/PMC3861310_pone.0081122.g002.jpg,,,,,
/Users/jie/projects/PanelSeg/data/4/PMC4264301_ASL-33-146-g006.jpg,,,,,
/Users/jie/projects/PanelSeg/data/8/PMC4484293_usg-15003-f14.jpg,,,,,
/Users/jie/projects/PanelSeg/data/4/PMC3552567_2001-1326-1-6-1.jpg,,,,,
/Users/jie/projects/PanelSeg/data/10/PMC4195470_dku22802.jpg,2,1,15,14,a
/Users/jie/projects/PanelSeg/data/10/PMC4195470_dku22802.jpg,265,1,280,13,b
/Users/jie/projects/PanelSeg/data/10/PMC4195470_dku22802.jpg,529,1,543,15,C
/Users/jie/projects/PanelSeg/data/4/PMC3886587_MI2013-329740.008.jpg,298,334,314,350,a
/Users/jie/projects/PanelSeg/data/4/PMC3886587_MI2013-329740.008.jpg,298,814,314,830,b
/Users/jie/projects/PanelSeg/data/4/PMC3886587_MI2013-329740.008.jpg,298,1166,314,1182,C
/Users/jie/projects/PanelSeg/data/7/PMC4275958_gr1.jpg,3,8,20,25,A
/Users/jie/projects/PanelSeg/data/7/PMC4275958_gr1.jpg,201,67,218,84,B
/Users/jie/projects/PanelSeg/data/10/PMC3531520_ppat.1003099.g005.jpg,6,5,17,18,A
/Users/jie/projects/PanelSeg/data/10/PMC3531520_ppat.1003099.g005.jpg,151,5,163,18,B
/Users/jie/projects/PanelSeg/data/10/PMC3531520_ppat.1003099.g005.jpg,6,100,20,114,C
/Users/jie/projects/PanelSeg/data/10/PMC3531520_ppat.1003099.g005.jpg,152,100,165,115,D
/Users/jie/projects/PanelSeg/data/10/PMC3531520_ppat.1003099.g005.jpg,304,3,315,18,E
