/slurm_storage/jzou/datasets/PanelSeg/data/0/1471-2474-11-97-3.jpg,7,8,281,374,panel,247,18,277,48,a
/slurm_storage/jzou/datasets/PanelSeg/data/0/1471-2474-11-97-3.jpg,300,10,592,373,panel,558,17,586,49,b
/slurm_storage/jzou/datasets/PanelSeg/data/7/PMC2762167_IJO-43-253-g001.jpg,0,0,207,227,panel,2,202,22,222,a
/slurm_storage/jzou/datasets/PanelSeg/data/7/PMC2762167_IJO-43-253-g001.jpg,208,0,405,227,panel,212,200,233,221,b
/slurm_storage/jzou/datasets/PanelSeg/data/7/PMC2762167_IJO-43-253-g001.jpg,405,0,605,227,panel,409,201,428,220,C
/slurm_storage/jzou/datasets/PanelSeg/data/9/PMC3214561_JOACP-27-527-g001.jpg,25,11,765,144,panel,,,,,
/slurm_storage/jzou/datasets/PanelSeg/data/9/PMC3214561_JOACP-27-527-g001.jpg,25,166,765,271,panel,,,,,
/slurm_storage/jzou/datasets/PanelSeg/data/0/1479-5876-4-20-3.jpg,2,4,595,478,panel,549,24,579,58,a
/slurm_storage/jzou/datasets/PanelSeg/data/0/1479-5876-4-20-3.jpg,2,490,595,964,panel,548,505,578,539,b
/slurm_storage/jzou/datasets/PanelSeg/data/0/1479-5876-4-20-3.jpg,4,974,595,1445,panel,548,999,579,1030,C
/slurm_storage/jzou/datasets/PanelSeg/data/4/PMC3861310_pone.0081122.g002.jpg,0,0,220,408,panel,,,,,
/slurm_storage/jzou/datasets/PanelSeg/data/4/PMC3861310_pone.0081122.g002.jpg,220,0,639,408,panel,,,,,
/slurm_storage/jzou/datasets/PanelSeg/data/4/PMC4264301_ASL-33-146-g006.jpg,0,2,788,584,panel,,,,,
/slurm_storage/jzou/datasets/PanelSeg/data/8/PMC4484293_usg-15003-f14.jpg,0,5,660,530,panel,,,,,
/slurm_storage/jzou/datasets/PanelSeg/data/4/PMC3552567_2001-1326-1-6-1.jpg,0,0,600,207,panel,,,,,
/slurm_storage/jzou/datasets/PanelSeg/data/10/PMC4195470_dku22802.jpg,2,0,254,255,panel,2,1,15,14,a
/slurm_storage/jzou/datasets/PanelSeg/data/10/PMC4195470_dku22802.jpg,256,0,515,253,panel,265,1,280,13,b
/slurm_storage/jzou/datasets/PanelSeg/data/10/PMC4195470_dku22802.jpg,520,1,776,254,panel,529,1,543,15,C
/slurm_storage/jzou/datasets/PanelSeg/data/4/PMC3886587_MI2013-329740.008.jpg,0,1,565,358,panel,298,334,314,350,a
/slurm_storage/jzou/datasets/PanelSeg/data/4/PMC3886587_MI2013-329740.008.jpg,1,370,565,842,panel,298,814,314,830,b
/slurm_storage/jzou/datasets/PanelSeg/data/4/PMC3886587_MI2013-329740.008.jpg,2,849,563,1186,panel,298,1166,314,1182,C
/slurm_storage/jzou/datasets/PanelSeg/data/7/PMC4275958_gr1.jpg,0,0,190,311,panel,3,8,20,25,A
/slurm_storage/jzou/datasets/PanelSeg/data/7/PMC4275958_gr1.jpg,199,52,503,256,panel,201,67,218,84,B
/slurm_storage/jzou/datasets/PanelSeg/data/10/PMC3531520_ppat.1003099.g005.jpg,3,3,145,96,panel,6,5,17,18,A
/slurm_storage/jzou/datasets/PanelSeg/data/10/PMC3531520_ppat.1003099.g005.jpg,147,3,289,96,panel,151,5,163,18,B
/slurm_storage/jzou/datasets/PanelSeg/data/10/PMC3531520_ppat.1003099.g005.jpg,3,98,145,191,panel,6,100,20,114,C
/slurm_storage/jzou/datasets/PanelSeg/data/10/PMC3531520_ppat.1003099.g005.jpg,144,97,286,192,panel,152,100,165,115,D
/slurm_storage/jzou/datasets/PanelSeg/data/10/PMC3531520_ppat.1003099.g005.jpg,300,0,498,164,panel,304,3,315,18,E
/slurm_storage/jzou/datasets/PanelSeg/data/10/PMC3531520_ppat.1003099.g005.jpg,515,0,718,149,panel,539,4,549,17,F
/slurm_storage/jzou/datasets/PanelSeg/data/10/PMC3531520_ppat.1003099.g005.jpg,516,158,718,308,panel,539,162,552,175,G
/slurm_storage/jzou/datasets/PanelSeg/data/10/PMC3531520_ppat.1003099.g005.jpg,520,311,714,469,panel,543,316,553,328,H
/slurm_storage/jzou/datasets/PanelSeg/data/10/PMC3531520_ppat.1003099.g005.jpg,0,216,292,309,panel,11,233,20,249,I
/slurm_storage/jzou/datasets/PanelSeg/data/10/PMC3228806_1475-2875-10-330-1.jpg,109,1,403,226,panel,168,1,184,17,A
/slurm_storage/jzou/datasets/PanelSeg/data/10/PMC3228806_1475-2875-10-330-1.jpg,0,232,288,475,panel,60,232,82,254,B
/slurm_storage/jzou/datasets/PanelSeg/data/10/PMC3228806_1475-2875-10-330-1.jpg,300,231,596,477,panel,367,231,387,251,C
/slurm_storage/jzou/datasets/PanelSeg/data/4/PMC3047687_12471_2011_74_Fig2_HTML.jpg,0,1,506,481,panel,,,,,
/slurm_storage/jzou/datasets/PanelSeg/data/5/PMC3357423_pone.0037247.g004.jpg,4,4,487,316,panel,9,286,30,309,A
/slurm_storage/jzou/datasets/PanelSeg/data/5/PMC3357423_pone.0037247.g004.jpg,4,321,487,666,panel,7,636,28,659,B
/slurm_storage/jzou/datasets/PanelSeg/data/5/PMC3357423_pone.0037247.g004.jpg,9,672,485,997,panel,10,970,31,993,C
/slurm_storage/jzou/datasets/PanelSeg/data/4/PMC3270287_kjtcs-44-432-g002.jpg,0,0,228,175,panel,,,,,
/slurm_storage/jzou/datasets/PanelSeg/data/4/PMC3270287_kjtcs-44-432-g002.jpg,230,0,430,175,panel,,,,,
/slurm_storage/jzou/datasets/PanelSeg/data/4/PMC3270287_kjtcs-44-432-g002.jpg,433,0,648,175,panel,,,,,
/slurm_storage/jzou/datasets/PanelSeg/data/6/PMC3922849_1748-717X-9-38-1.jpg,4,0,599,442,panel,,,,,
/slurm_storage/jzou/datasets/PanelSeg/data/7/PMC1361771_1471-2458-5-141-1.jpg,5,1,575,686,panel,,,,,
/slurm_storage/jzou/datasets/PanelSeg/data/4/PMC4364983_pone.0120950.g004.jpg,0,0,397,278,panel,367,120,383,139,a
/slurm_storage/jzou/datasets/PanelSeg/data/4/PMC4364983_pone.0120950.g004.jpg,403,2,800,280,panel,780,117,799,136,b
/slurm_storage/jzou/datasets/PanelSeg/data/4/PMC4364983_pone.0120950.g004.jpg,0,284,397,562,panel,366,403,382,422,C
/slurm_storage/jzou/datasets/PanelSeg/data/4/PMC4364983_pone.0120950.g004.jpg,400,284,798,562,panel,782,401,798,420,d
/slurm_storage/jzou/datasets/PanelSeg/data/4/PMC3518252_1475-2891-11-79-2.jpg,0,1,599,430,panel,,,,,
/slurm_storage/jzou/datasets/PanelSeg/data/7/PMC1705542_330_2006_258_Fig2_HTML.jpg,0,2,187,288,panel,0,269,16,285,a
/slurm_storage/jzou/datasets/PanelSeg/data/7/PMC1705542_330_2006_258_Fig2_HTML.jpg,202,2,391,287,panel,208,267,224,283,b
