/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/11373_2007_9226_Fig1_HTML.jpg,0,0,123,128,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/11373_2007_9226_Fig1_HTML.jpg,0,131,123,206,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/11373_2007_9226_Fig1_HTML.jpg,0,209,122,319,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/11373_2007_9226_Fig1_HTML.jpg,0,322,123,446,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/11373_2007_9226_Fig1_HTML.jpg,0,449,123,536,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/11373_2007_9226_Fig1_HTML.jpg,125,209,228,319,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/11373_2007_9226_Fig1_HTML.jpg,126,0,229,128,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/11373_2007_9226_Fig1_HTML.jpg,126,131,229,206,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/11373_2007_9226_Fig1_HTML.jpg,126,322,229,446,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/11373_2007_9226_Fig1_HTML.jpg,126,449,229,536,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/11373_2007_9226_Fig1_HTML.jpg,231,209,335,319,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/11373_2007_9226_Fig1_HTML.jpg,232,0,335,128,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/11373_2007_9226_Fig1_HTML.jpg,232,131,335,206,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/11373_2007_9226_Fig1_HTML.jpg,232,322,335,446,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/11373_2007_9226_Fig1_HTML.jpg,232,449,335,536,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/11373_2007_9226_Fig1_HTML.jpg,338,0,438,128,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/11373_2007_9226_Fig1_HTML.jpg,338,131,438,206,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/11373_2007_9226_Fig1_HTML.jpg,338,209,438,319,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/11373_2007_9226_Fig1_HTML.jpg,338,322,438,446,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/11373_2007_9226_Fig1_HTML.jpg,338,449,438,536,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2007_9002_Fig3_HTML.jpg,0,0,484,365,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2007_9002_Fig3_HTML.jpg,0,368,484,731,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2007_9003_Fig3_HTML.jpg,0,0,242,309,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2007_9003_Fig3_HTML.jpg,0,312,484,644,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2007_9003_Fig3_HTML.jpg,245,0,484,309,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2007_9003_Fig5_HTML.jpg,0,0,241,292,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2007_9003_Fig5_HTML.jpg,244,0,480,292,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2007_9006_Fig5_HTML.jpg,0,0,232,233,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2007_9006_Fig5_HTML.jpg,235,0,480,233,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2007_9006_Fig6_HTML.jpg,0,0,241,178,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2007_9006_Fig6_HTML.jpg,244,0,480,178,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2007_9007_Fig1_HTML.jpg,0,0,228,242,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2007_9007_Fig1_HTML.jpg,0,245,207,490,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2007_9007_Fig1_HTML.jpg,210,245,480,490,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2007_9007_Fig1_HTML.jpg,231,0,480,242,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2007_9013_Fig1_HTML.jpg,0,0,240,341,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2007_9013_Fig1_HTML.jpg,243,0,480,341,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2008_9027_Fig4_HTML.jpg,0,0,224,281,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2008_9027_Fig4_HTML.jpg,0,284,488,512,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2008_9027_Fig4_HTML.jpg,227,0,488,281,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2008_9039_Fig2_HTML.jpg,0,0,240,240,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2008_9039_Fig2_HTML.jpg,243,0,480,240,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2009_9055_Fig3_HTML.jpg,0,0,256,277,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2009_9055_Fig3_HTML.jpg,259,0,480,277,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2009_9056_Fig10_HTML.jpg,0,0,484,395,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2009_9056_Fig10_HTML.jpg,0,398,484,790,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2009_9056_Fig11_HTML.jpg,0,0,245,204,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2009_9056_Fig11_HTML.jpg,0,207,245,407,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2009_9056_Fig11_HTML.jpg,248,0,484,204,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2009_9056_Fig11_HTML.jpg,248,207,484,407,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2009_9056_Fig12_HTML.jpg,0,0,484,394,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2009_9056_Fig12_HTML.jpg,0,397,484,788,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2009_9056_Fig3_HTML.jpg,0,0,484,399,panel
/slurm_storage/jzou/datasets/ImageCLEF/2016/training/FigureSeparationTraining2016/12178_2009_9056_Fig3_HTML.jpg,0,402,484,779,panel
